timestamp,pod_name,namespace,cpu_allocation_efficiency,memory_allocation_efficiency,disk_io,network_latency,node_temperature,node_cpu_usage,node_memory_usage,event_type,event_message,scaling_event,pod_lifetime_seconds,cpu_usage_avg,memory_usage_avg,failure_type,cpu_memory_ratio,disk_network_ratio,cpu_usage_rolling_avg,memory_usage_rolling_avg,predicted_failure
2023-01-01 00:00:00,pod_0,dev,0.038162109,0.949259465,9.993579253,13.72254182,77.61907274,93.17761868,37.90053228,Warning,Killed,False,119648,,,cpu_exhaustion,2.458477838559791,0.7282600690226937,42.087843826,12.2888990006,cpu_exhaustion
2023-01-01 00:00:00,pod_1,default,0.500763066,0.04854319,935.7924417,55.49395319,84.1822447,61.44228937,5.208161183,Error,Failed,True,144516,,,pod_crash,11.797309493906269,16.862962321246734,57.881536489999995,31.212836828600004,network_issue
2023-01-01 00:00:00,pod_2,kube-system,0.746725532,0.447344937,328.3523591,173.9100156,21.29524371,55.81931108,18.33580154,Normal,Completed,True,68857,,,network_issue,3.044279845537639,1.888058936497502,68.425164782,45.366955644600004,network_issue
2023-01-01 00:00:00,pod_3,default,0.526692486,0.870250565,778.2977085,67.39572922,85.02882928,78.96846332,94.61968914,Warning,OOMKilled,True,72080,,,network_issue,0.8345880655257455,11.548175492832808,62.02828859,51.7965424706,network_issue
2023-01-01 00:00:00,pod_4,prod,0.425341862,0.885459197,711.1812951,91.7247296,29.15769546,52.71814146,70.77059408,Error,Killed,False,123016,68.425164782,45.3669556446,pod_crash,0.744915909571237,7.75343027121881,57.499090046,53.771167664000004,network_issue
2023-01-01 00:00:00,pod_5,prod,0.776035203,0.978772253,971.8009216,31.38605968,88.42245419,61.19323772,70.04846641,Normal,Started,False,36448,62.02828859,51.7965424706,,0.873584260386665,30.962820166280906,51.144403458,61.476033064000006,pod_crash
2023-01-01 00:00:00,pod_6,dev,0.789513577,0.977271725,883.0492634,121.0049649,34.08381423,38.79629665,15.08128715,Error,Failed,True,131936,57.49909004599999,53.771167664,pod_crash,2.572479143466213,7.297628358718692,40.006173424,54.711735134,network_issue
2023-01-01 00:00:00,pod_7,prod,0.963772218,0.429529707,965.4258435,129.9685821,63.20302041,24.04587814,56.86012854,Normal,Killed,True,94023,51.144403458,61.476033064,network_issue,0.4228952476441236,7.428147848509922,39.235316232,53.529303124,network_issue
2023-01-01 00:00:00,pod_8,dev,0.022299239,0.467882598,426.5803398,103.5656198,23.76793343,23.27731315,60.79819949,Normal,Started,False,32166,40.006173424,54.711735134,network_issue,0.38286188316857345,4.118937738448218,32.047953334,48.194101838,network_issue
2023-01-01 00:00:00,pod_9,default,0.780019383,0.778220409,788.3285141,1.63037772,21.57882763,48.8638555,64.85843403,Normal,Started,True,82975,39.235316232,53.529303124,,0.7533924651556994,483.5250779187537,27.760071076,52.599111619999995,pod_crash
2023-01-01 00:00:00,pod_10,dev,0.172274059,0.753025185,907.1325158,67.9746557,32.7549654,25.25642323,43.37245998,Warning,Started,True,180014,32.047953334,48.194101838,network_issue,0.5823147509190462,13.345157933620838,25.424734214,52.678145532,network_issue
2023-01-01 00:00:00,pod_11,default,0.747687903,0.80375407,990.4250417,30.67230832,85.92389787,17.35688536,37.10633606,Warning,Completed,True,179401,27.760071075999996,52.599111619999995,,0.4677606900324074,32.29052836085993,28.363361800000003,50.347577486,pod_crash
2023-01-01 00:00:00,pod_12,dev,0.81251515,0.134777823,852.1192625,122.2863904,41.91629457,12.36919383,57.2552981,Warning,Failed,True,173976,25.424734214,52.678145531999995,network_issue,0.21603579477302556,6.9682264699506575,27.290690524000002,53.368237508,network_issue
2023-01-01 00:00:00,pod_13,dev,0.354114038,0.992757476,964.4159038,156.6628299,89.43796155,37.97045108,49.14535926,Error,Killed,False,197616,28.363361799999996,50.34757748599999,pod_crash,0.7726151899535426,6.155996954833509,38.351229634000006,52.378964326,pod_crash
2023-01-01 00:00:00,pod_14,default,0.342024053,0.764793637,381.124295,97.49480298,92.6592492,43.50049912,79.96173414,Warning,Killed,False,78103,27.290690524,53.36823750799999,network_issue,0.5440164547186745,3.9091754980845854,37.26945129200001,53.303076684000004,network_issue
2023-01-01 00:00:00,pod_15,prod,0.511985353,0.28041777,154.7733322,192.5128797,51.63492902,80.55911878,38.42609407,Error,Killed,True,93589,38.351229634000006,52.378964325999995,pod_crash,2.0964690981406324,0.8039635189146256,38.127907742000005,60.295182758,pod_crash
2023-01-01 00:00:00,pod_16,dev,0.045942513,0.638657496,744.8148766,85.62148932,34.42428153,11.94799365,41.72689785,Normal,OOMKilled,True,155576,37.269451292,53.303076684,network_issue,0.286337932260162,8.698924563392541,39.300082534,53.241771152000005,network_issue
2023-01-01 00:00:00,pod_17,dev,0.289358546,0.422794502,33.56696706,181.7216342,88.32558651,16.66147608,92.21582847,Error,Started,True,81781,38.127907742000005,60.295182758,pod_crash,0.1806791345524849,0.18471640543941356,35.564370368000006,54.992348972,pod_crash
2023-01-01 00:00:00,pod_18,default,0.481552363,0.425022316,993.145288,117.6658452,96.48217648,43.83132504,13.87830123,Error,Completed,False,70093,39.300082534000005,53.241771152,pod_crash,3.15826298288238,8.440387151530018,26.473151598,53.26650077200001,pod_crash
2023-01-01 00:00:00,pod_19,prod,0.416677857,0.75812548,189.6050301,88.42487691,26.70572655,24.82193829,88.71462324,Normal,Failed,False,49955,35.564370368000006,54.992348972,network_issue,0.279795341325512,2.1442498618684254,26.0620250746,57.462666660000004,network_issue
2023-01-01 00:00:00,pod_20,kube-system,0.798531893,0.136385319,662.5456784,33.38712122,24.08300914,35.10302493,29.79685307,Normal,Started,False,153660,26.473151598,53.26650077199999,,1.178078263752703,19.84434878449817,34.0411800706,54.63041037800001,pod_crash
2023-01-01 00:00:00,pod_21,dev,0.26105298,0.083288792,259.8149417,165.7644875,56.63561518,9.892361033,62.70772729,Normal,Killed,False,142263,26.0620250746,57.46266666,network_issue,0.15775346134379095,1.5673739630148467,41.0756555626,63.85575155800001,network_issue
